Main,Backup,Time_main_before,Time_backup_before,dt_before,coord_before,Time_main_after,Time_backup_after,dt_after,coord_after,improvement
R10,R9,0.2905,0.2965,-0.194,NO,1.5173017392562114,2.1962652944067584,0.47896355515054706,YES,0.6729635551505471
R47,R48,0.3008,0.3071,-0.19370000000000004,NO,1.635163826198664,1.8500386534682005,0.014874827269536428,YES,0.20857482726953647
R55,R56,0.3338,0.3406,-0.19319999999999998,NO,2.0310192192045977,3.178110497006563,0.9470912778019651,YES,1.1402912778019652
R48,R72,0.2941,0.3011,-0.193,NO,1.6465517506213878,2.961223597106457,1.1146718464850693,YES,1.3076718464850694
R48,R49,0.2941,0.3011,-0.193,NO,1.6465517506213878,2.6006695774595583,0.7541178268381705,YES,0.9471178268381706
R50,R51,0.2724,0.2828,-0.1896,NO,1.9812499264215515,2.243552733336186,0.06230280691463469,YES,0.2519028069146347
R36,R17,0.2786,0.2894,-0.18920000000000003,NO,2.4725061775719746,2.92798432147211,0.2554781439001356,YES,0.44467814390013566
R26,R25,0.2681,0.2793,-0.18880000000000002,NO,1.4316138343230531,1.6704886365033293,0.038874802180276224,YES,0.22767480218027625
R57,R58,0.2858,0.2982,-0.1876,NO,1.4107544963014496,4.355717305596809,2.744962809295359,YES,2.9325628092953586
R41,R42,0.2931,0.3056,-0.18750000000000006,NO,2.43377827590115,3.0513459267568965,0.4175676508557464,YES,0.6050676508557464
R57,R33,0.2858,0.2983,-0.1875,NO,1.4107544963014496,2.9107888423549553,1.3000343460535058,YES,1.4875343460535058
R37,R24,0.2711,0.2843,-0.18680000000000002,NO,2.292835548602673,2.8857820733283597,0.39294652472568686,YES,0.5797465247256869
R53,R54,0.2859,0.3002,-0.18569999999999998,NO,1.5098982255562803,1.9655537906275118,0.2556555650712315,YES,0.44135556507123147
R13,R12,0.2698,0.2842,-0.1856,NO,2.0513599548248376,2.3009974342860877,0.049637479461250134,YES,0.23523747946125012
R17,R16,0.2776,0.2922,-0.1854,NO,2.6863231679815756,3.6514903820453934,0.7651672140638179,YES,0.950567214063818
R4,R3,0.2605,0.2754,-0.18510000000000004,NO,2.056772592495903,3.9005836102073754,1.6438110177114724,YES,1.8289110177114725
R15,R34,0.2676,0.2833,-0.18430000000000002,NO,1.7169615616882663,2.1482454522241805,0.2312838905359142,YES,0.4155838905359142
R65,R37,0.2715,0.2874,-0.18410000000000004,NO,1.1281322584075513,3.207841711765252,1.8797094533577006,YES,2.0638094533577007
R65,R66,0.2715,0.2876,-0.1839,NO,1.1281322584075513,1.3849721163296203,0.05683985792206897,YES,0.24073985792206898
R51,R34,0.2664,0.2833,-0.18310000000000004,NO,1.6822639841074951,2.1482454522241805,0.2659814681166854,YES,0.4490814681166854
R3,R2,0.2554,0.2731,-0.18230000000000002,NO,2.843187517433782,3.869581102741132,0.8263935853073503,YES,1.0086935853073502
R25,R5,0.2712,0.2896,-0.18159999999999998,NO,1.3566732950752778,3.5236810343051683,1.9670077392298906,YES,2.148607739229891
R25,R43,0.2712,0.2898,-0.1814,NO,1.3566732950752778,3.01275540654709,1.4560821114718123,YES,1.6374821114718123
R64,R65,0.2766,0.299,-0.17760000000000004,NO,1.4880955557089728,1.7518023600182542,0.06370680430928138,YES,0.24130680430928142
R22,R2,0.2513,0.2742,-0.17710000000000004,NO,2.238419682945105,3.9201824551737645,1.4817627722286597,YES,1.6588627722286597
R42,R43,0.2696,0.2925,-0.17710000000000004,NO,1.8573251265225488,3.0695288365524855,1.0122037100299368,YES,1.1893037100299368
R16,R15,0.2627,0.2863,-0.1764,NO,2.1715147061317404,2.5006251564767292,0.12911045034498886,YES,0.30551045034498886
R69,R36,0.2626,0.2865,-0.17610000000000003,NO,1.8718587597955751,2.629653478266227,0.5577947184706518,YES,0.7338947184706518
R42,R62,0.2696,0.2943,-0.1753,NO,1.8573251265225488,2.6254964094096436,0.5681712828870948,YES,0.7434712828870949
R5,R4,0.2545,0.2809,-0.17360000000000003,NO,1.9424397216780511,2.731653160243489,0.5892134385654377,YES,0.7628134385654377
R27,R26,0.2547,0.2815,-0.17320000000000002,NO,1.0951408238072884,1.8687112782895117,0.5735704544822233,YES,0.7467704544822233
R24,R23,0.2569,0.2845,-0.17240000000000005,NO,2.095382054794002,3.149139457269682,0.85375740247568,YES,1.02615740247568
R28,R27,0.2606,0.2905,-0.17010000000000003,NO,1.3480316463550237,1.5556011616692942,0.00756951531427047,YES,0.1776695153142705
R18,R1,0.2453,0.2753,-0.17,NO,1.5640742857556102,6.732575379203478,4.968501093447868,YES,5.138501093447868
R12,R11,0.2458,0.2761,-0.1697,NO,1.0836860291575419,1.5823344690509737,0.29864843989343187,YES,0.4683484398934319
R58,R35,0.2675,0.2984,-0.16910000000000003,NO,3.1086387431101694,4.942118910333161,1.6334801672229913,YES,1.8025801672229913
R60,R61,0.2978,0.3293,-0.16850000000000004,NO,1.1066719133135052,1.3532861272624015,0.046614213948896255,YES,0.2151142139488963
R72,R21,0.2489,0.282,-0.16690000000000005,NO,1.5529727874044126,3.305582281012648,1.5526094936082355,YES,1.7195094936082356
R20,R19,0.2546,0.2883,-0.1663,NO,2.0511348357427845,3.1086553252767364,0.8575204895339519,YES,1.0238204895339518
R2,R1,0.2409,0.2769,-0.16400000000000003,NO,2.719782677449813,6.967971824708913,4.0481891472591,YES,4.2121891472590995
R23,R22,0.2445,0.2814,-0.16310000000000002,NO,2.0210496469872554,3.2761155549240657,1.0550659079368103,YES,1.2181659079368103
R11,R10,0.2587,0.2975,-0.1612,NO,1.372006053407479,1.710514473343739,0.13850841993626,YES,0.29970841993626
R70,R20,0.2375,0.2764,-0.16110000000000002,NO,1.344221949583809,2.610383428665257,1.0661614790814482,YES,1.2272614790814482
R19,R18,0.2243,0.2687,-0.15560000000000002,NO,1.0708437557254966,1.8115426319003982,0.5406988761749016,YES,0.6962988761749016
R49,R50,0.2485,0.2934,-0.15510000000000002,NO,1.9281767137707158,2.3039138243620907,0.17573711059137492,YES,0.33083711059137494
R56,R57,0.2546,0.3047,-0.14989999999999998,NO,1.3761037238003595,1.6164935029587735,0.04038977915841396,YES,0.19028977915841394
R62,R63,0.2739,0.3263,-0.1476,NO,1.9885039802686166,2.2207103623382802,0.032206382069663586,YES,0.1798063820696636
R21,R20,0.2142,0.2724,-0.14180000000000004,NO,1.4502179345867088,2.4933217271508044,0.8431037925640956,YES,0.9849037925640957
R45,R71,0.254,0.3131,-0.14090000000000003,NO,1.7898387535075495,3.4606210098869474,1.470782256379398,YES,1.611682256379398
R12,R72,0.2458,0.3066,-0.13920000000000002,NO,1.0836860291575419,3.2068278813329636,1.9231418521754218,YES,2.0623418521754218
R39,R40,0.2924,0.3654,-0.127,NO,2.306873966056112,3.321744035023694,0.8148700689675821,YES,0.9418700689675821
R39,R59,0.2924,0.3655,-0.1269,NO,2.306873966056112,2.665617942460456,0.15874397640434407,YES,0.2856439764043441
R9,R71,0.2566,0.3351,-0.1215,NO,1.163496677456521,3.867111903438588,2.5036152259820668,YES,2.625115225982067
R70,R58,0.2375,0.3171,-0.12040000000000001,NO,1.344221949583809,5.499866594309685,3.9556446447258757,YES,4.076044644725876
R33,R7,0.2354,0.315,-0.12040000000000001,NO,1.2467061057817268,3.4184526417910814,1.971746536009355,YES,2.0921465360093547
R33,R45,0.2354,0.3152,-0.12020000000000003,NO,1.2467061057817268,2.840142560826619,1.3934364550448923,YES,1.5136364550448924
R21,R33,0.2142,0.3026,-0.11160000000000003,NO,1.4502179345867088,3.133115319023063,1.4828973844363544,YES,1.5944973844363544
R35,R11,0.246,0.3428,-0.10320000000000001,NO,2.2411764996082626,2.8570501866891838,0.41587368708092115,YES,0.5190736870809212
R59,R60,0.2482,0.3645,-0.08370000000000002,NO,1.3647062334193367,1.5875168675366274,0.022810634117290618,YES,0.10651063411729064
R22,R40,0.2513,0.3745,-0.07680000000000003,NO,2.238419682945105,3.590673576691295,1.1522538937461901,YES,1.2290538937461901
R3,R59,0.2554,0.3951,-0.06030000000000002,NO,2.843187517433782,3.1404080352787505,0.09722051784496849,YES,0.1575205178449685
R35,R49,0.246,0.3878,-0.05820000000000003,NO,2.2411764996082626,4.115871213403037,1.6746947137947743,YES,1.7328947137947743
R18,R39,0.2453,0.4188,-0.026499999999999996,NO,1.5640742857556102,4.530700471090968,2.766626185335358,YES,2.793126185335358
R38,R39,0.1989,0.3989,-2.7755575615628914e-17,NO,0.993194311270241,4.077352522425488,2.884158211155247,YES,2.884158211155247
R38,R55,0.1989,0.3989,-2.7755575615628914e-17,NO,0.993194311270241,2.5859472115013302,1.3927529002310892,YES,1.3927529002310892
R29,R28,0.0849,0.2849,-2.7755575615628914e-17,NO,1.6080738858681374,2.074824096083402,0.26675021021526474,YES,0.2667502102152648
R8,R70,0.1073,0.3073,0.0,YES,1.379172942351136,3.1591524029698403,1.5799794606187043,YES,1.5799794606187043
R8,R7,0.1073,0.3073,0.0,YES,1.379172942351136,3.0607658127860553,1.4815928704349193,YES,1.4815928704349193
R6,R5,0.0904,0.2904,0.0,YES,2.0677403891914365,3.5827575844584967,1.3150171952670602,YES,1.3150171952670602
R67,R68,0.0812,0.2812,0.0,YES,1.3091856480231003,1.7717001600970694,0.2625145120739691,YES,0.2625145120739691
R14,R13,0.0883,0.2883,0.0,YES,1.9423864599251894,2.3650961626749734,0.2227097027497839,YES,0.2227097027497839
R6,R62,0.0904,0.2904,0.0,YES,2.0677403891914365,2.4826794246876056,0.21493903549616905,YES,0.21493903549616905
R44,R45,0.0989,0.2989,0.0,YES,2.218758058209378,2.5076896190438682,0.08893156083449022,YES,0.08893156083449022
R52,R53,0.1151,0.3151,0.0,YES,1.5462190953936232,1.7832797279947776,0.037060632601154386,YES,0.037060632601154386
R46,R47,0.1143,0.3143,0.0,YES,1.5358742086274504,1.7626070482976892,0.026732839670238817,YES,0.026732839670238817
R29,R37,0.0849,0.2862,0.0012999999999999956,YES,1.6080738858681374,3.1216511673762564,1.313577281508119,YES,1.312277281508119
R44,R70,0.0989,0.3031,0.0041999999999999815,YES,2.218758058209378,2.97229679299977,0.553538734790392,YES,0.549338734790392
R2,R55,0.2409,0.4489,0.008000000000000007,YES,2.719782677449813,3.0636017330014784,0.14381905555166535,YES,0.13581905555166535
