Scenario,Total_Pairs,TMT_Before,TMT_After,TMT_Improvement,TMT_Improvement_Pct,Coord_Before,Coord_After,Coord_Improvement,Coord_Improvement_Pct,Mean_DT_Before,Mean_DT_After,Std_DT_Before,Std_DT_After
automation_results_scenario_1,0,0.0,0.0,0.0,0,0.0,100.0,100.0,100.0,0.0,0.8579346469421267,0.0,1.027152547895624
