Main,Backup,Time_main_before,Time_backup_before,dt_before,coord_before,Time_main_after,Time_backup_after,dt_after,coord_after,improvement
R56,R57,0.2546,0.3047,-0.14989999999999998,NO,2.4777047991114256,3.030714194847028,0.35300939573560236,YES,0.5029093957356023
R62,R63,0.2739,0.3263,-0.1476,NO,2.01963623759294,2.2925208750132984,0.07288463742035817,YES,0.22048463742035818
R21,R20,0.2142,0.2724,-0.14180000000000004,NO,1.567578050956979,3.570903546662728,1.8033254957057487,YES,1.9451254957057489
R45,R71,0.254,0.3131,-0.14090000000000003,NO,2.247979963431868,4.665809366722867,2.2178294032909984,YES,2.3587294032909982
R12,R72,0.2458,0.3066,-0.13920000000000002,NO,1.7148560432928854,3.909990861261469,1.9951348179685835,YES,2.1343348179685835
R39,R40,0.2924,0.3654,-0.127,NO,1.8322130830454866,2.2581028299465724,0.22588974690108582,YES,0.3528897469010858
R39,R59,0.2924,0.3655,-0.1269,NO,1.8322130830454866,3.1564000767644984,1.1241869937190119,YES,1.2510869937190119
R9,R71,0.2566,0.3351,-0.1215,NO,2.32906572737382,5.565475387886234,3.0364096605124145,YES,3.1579096605124146
R70,R58,0.2375,0.3171,-0.12040000000000001,NO,1.4043914404224314,5.282881836267387,3.678490395844955,YES,3.798890395844955
R33,R7,0.2354,0.315,-0.12040000000000001,NO,1.9980295710508071,2.6701642605713025,0.47213468952049537,YES,0.5925346895204954
R33,R45,0.2354,0.3152,-0.12020000000000003,NO,1.9980295710508071,4.35575999697432,2.1577304259235124,YES,2.2779304259235125
R21,R33,0.2142,0.3026,-0.11160000000000003,NO,1.567578050956979,4.740690453784539,2.9731124028275593,YES,3.0847124028275594
R35,R11,0.246,0.3428,-0.10320000000000001,NO,3.5042155920497464,4.494908800956172,0.7906932089064258,YES,0.8938932089064258
R59,R60,0.2482,0.3645,-0.08370000000000002,NO,1.5615992852875036,2.2238068156687474,0.4622075303812438,YES,0.5459075303812438
R22,R40,0.2513,0.3745,-0.07680000000000003,NO,1.9565874656282716,2.460983387045647,0.3043959214173752,YES,0.38119592141737524
R3,R59,0.2554,0.3951,-0.06030000000000002,NO,2.716078826002756,3.7664677536648195,0.8503889276620635,YES,0.9106889276620636
R35,R49,0.246,0.3878,-0.05820000000000003,NO,3.5042155920497464,8.05040840674001,4.346192814690263,YES,4.404392814690263
R18,R39,0.2453,0.4188,-0.026499999999999996,NO,1.6267878136842084,2.9641612846357313,1.1373734709515229,YES,1.1638734709515228
R38,R39,0.1989,0.3989,-2.7755575615628914e-17,NO,0.8953263307506061,2.7669938749882643,1.6716675442376583,YES,1.6716675442376583
R38,R55,0.1989,0.3989,-2.7755575615628914e-17,NO,0.8953263307506061,2.4556575899550284,1.3603312592044223,YES,1.3603312592044223
R29,R28,0.0849,0.2849,-2.7755575615628914e-17,NO,1.797065923437689,2.156785817255727,0.15971989381803792,YES,0.15971989381803794
R44,R45,0.0989,0.2989,0.0,YES,2.124304861840969,3.5943644594485478,1.270059597607579,YES,1.270059597607579
R14,R13,0.0883,0.2883,0.0,YES,1.5404743883876777,2.7446362603500103,1.0041618719623326,YES,1.0041618719623326
R8,R70,0.1073,0.3073,0.0,YES,1.991420125438702,2.736424031183553,0.545003905744851,YES,0.545003905744851
R6,R5,0.0904,0.2904,0.0,YES,1.9381952796742787,2.4739878827517883,0.3357926030775095,YES,0.3357926030775095
R8,R7,0.1073,0.3073,0.0,YES,1.991420125438702,2.518513933936434,0.3270938084977319,YES,0.3270938084977319
R46,R47,0.1143,0.3143,0.0,YES,1.8151147710807483,2.17180257504853,0.15668780396778187,YES,0.15668780396778187
R6,R62,0.0904,0.2904,0.0,YES,1.9381952796742787,2.233063632765364,0.09486835309108538,YES,0.09486835309108538
R52,R53,0.1151,0.3151,0.0,YES,2.006002829870667,2.2252204012025336,0.01921757133186669,YES,0.01921757133186669
R67,R68,0.0812,0.2812,0.0,YES,1.7153190906208584,1.9230565211796755,0.007737430558817093,YES,0.007737430558817093
R29,R37,0.0849,0.2862,0.0012999999999999956,YES,1.797065923437689,2.422238855961029,0.42517293252333993,YES,0.4238729325233399
R44,R70,0.0989,0.3031,0.0041999999999999815,YES,2.124304861840969,2.6206884148145795,0.2963835529736107,YES,0.2921835529736107
R2,R55,0.2409,0.4489,0.008000000000000007,YES,1.90238996160755,2.8552980233694107,0.7529080617618609,YES,0.7449080617618609
